,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
37551,grhrDnNaRZCoOX0RCaBNVQ,Extended Stay America - Philadelphia - King of Prussia,400 American Avenue,King of Prussia,PA,19406,40.0952403031,-75.4005727137,1.5,49,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'""}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
37616,-5ktM-ceWcU7fU9op35rpg,Spring Hill Suites by Marriott,11855 N Meridian St,Carmel,PA,46032,39.9609224,-86.1563374,3.0,6,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
37633,F9BES1HFD3BkIudUe4oTgg,Pima Air & Space Museum,6000 E Valencia Rd,Tucson,NJ,85756,32.1394160936,-110.8656293082,4.5,350,1,"{'GoodForKids': 'True', 'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False', 'DogsAllowed': 'True'}","Hotels & Travel, Tours, Museums, Arts & Entertainment, Public Services & Government, Landmarks & Historical Buildings","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
37683,baiCsstiEVBIN2qoUCgUng,Hilton Garden Inn New Orleans Airport,4535 Williams Blvd,Kenner,PA,70065,30.039010738,-90.239341557,2.5,58,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
37685,yqKNju1OQ4XUMH4Owd_FeA,Vintin Hotel,2349 Central Ave,Saint Petersburg,AB,33713,27.7712883,-82.6654751,1.5,11,0,"{'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2'}","Restaurants, Pop-Up Restaurants, Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
37693,PAWqFg9q1vkDpJouOq6QxQ,Enterprise Rent-A-Car,208 Lincoln Hwy,Fairless Hills,AB,19030,40.1838652226,-74.8557583988,3.0,15,1,,"Car Rental, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '7:30-17:30', 'Wednesday': '7:30-17:30', 'Thursday': '7:30-16:0', 'Friday': '7:30-17:30', 'Saturday': '9:0-12:0'}"
37760,zM2G_zQl9lXkrFwKCl75VA,Nifty Car Rental,2070 Poydras St,New Orleans,TN,70112,29.9550759633,-90.0864685059,4.0,59,1,,"Hotels & Travel, Car Rental","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '9:0-15:0', 'Sunday': '8:0-12:0'}"
37783,FLIIrAlHcK2XhmRgwRG3BQ,Elms Mansion,3029 Saint Charles Ave,New Orleans,TN,70115,29.9295955,-90.0889909,4.0,16,1,{'BusinessAcceptsCreditCards': 'True'},"Venues & Event Spaces, Hotels & Travel, Caterers, Event Planning & Services, Party & Event Planning, Tours, Wedding Planning","{'Tuesday': '10:0-16:0', 'Wednesday': '10:0-16:0', 'Thursday': '10:0-16:0', 'Friday': '10:0-16:0'}"
37810,rrNfuPklmZDabiFbHJh6Bw,Frontier,"8909 Purdue Rd, Ste 300",Indianapolis,IL,46268,39.9174541,-86.2194476,1.5,26,1,,"Transportation, Hotels & Travel, Airlines",
37826,QHa9ifszrZCIqF8cuXpBYA,Asarco Mineral Discovery,1421 W Pima Mine Rd,Sahuarita,AZ,85629,31.9979064,-110.9948995,4.5,12,1,"{'GoodForKids': 'True', 'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False'}","Museums, Tours, Arts & Entertainment, Hotels & Travel","{'Tuesday': '9:0-15:0', 'Wednesday': '9:0-15:0', 'Thursday': '9:0-15:0', 'Friday': '9:0-15:0', 'Saturday': '9:0-17:0'}"
37850,iYvuxsCHX2KTK30vMBQhSQ,Days Inn by Wyndham Pottstown,1600 Industrial Highway,Pottstown,FL,19464,40.233747721,-75.6201839447,2.0,26,0,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Event Planning & Services",
37864,TsDRKR088EVr7yD8JLhrIA,Anniversary Inn Boise,1575 S Lusk Pl,Boise,TN,83706,43.6039139,-116.2155021,4.0,51,1,"{'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Bed & Breakfast, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
37877,h7wFVDl0oM1DNvKjRGgo6g,Econo Lodge,27615 Wesley Chapel Blvd,Wesley Chapel,FL,33544,28.238452,-82.3599925,3.5,7,1,,"Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
37894,pIUTgiaoBMO3mRgbFuST7A,Staybridge Suites Wilmington - Brandywine Valley,400 Evergreen Dr,Glen Mills,LA,19342,39.887286,-75.533034,4.5,17,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Wedding Planning, Hotels & Travel, Venues & Event Spaces, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
37910,4QNDCWo9SexRY5QWoO7_Ug,My Southern Comfort,725 Magazine St,New Orleans,AZ,70130,29.9464355,-90.0693117,2.5,12,1,,"Hotels & Travel, Vacation Rentals","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
37932,K4lOy0qspbKccS_ejFLZAA,Old World Gondoliers,"340 W Michigan St, (Downstairs to canal and turn right to Fresco Cafe)",Indianapolis,TN,46202,39.7746819,-86.1648037,5.0,15,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Boat Charters, Tours, Hotels & Travel, Active Life, Event Planning & Services, Boating","{'Monday': '13:30-21:0', 'Tuesday': '13:30-21:0', 'Wednesday': '13:30-21:0', 'Thursday': '13:30-21:0', 'Friday': '13:30-21:0', 'Saturday': '13:0-21:0', 'Sunday': '13:0-20:0'}"
37933,KLPdrKh6CZHslbZ-0ZKVdQ,Coast to Coast Auto Transport,2440 N Locust Grove Rd,Kuna,CA,83634,43.5107491875,-116.3729774,4.0,34,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Automotive, Hotels & Travel, Vehicle Shipping, Transportation, Motorcycle Dealers","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0', 'Saturday': '8:0-17:0'}"
37947,MVky7WS7ghpVJJq_haBUdg,Santa Barbara Baby Company,,Santa Barbara,NJ,93108,34.4381407,-119.6151426,5.0,11,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False'}","Party Equipment Rentals, Hotels & Travel, Furniture Rental, Local Services, Event Planning & Services, Shopping, Child Care & Day Care, Baby Gear & Furniture","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}"
38027,iq55LSL08aYM79q9W9MIBw,Comfort Inn Feasterville - Trevose,2779 Lincoln Hwy,Feasterville Trevose,FL,19053,40.126594,-74.970073,2.0,33,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","Bed & Breakfast, Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
38127,8OZ92T0_hzk_LeJlXQTY_Q,Days Inn by Wyndham Nashville At Opryland/Music Valley Dr,2460 Music Valley Drive,Nashville,NV,37214,36.2223072,-86.694927,2.0,41,0,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-12:0', 'Tuesday': '0:0-12:0', 'Wednesday': '0:0-12:0', 'Thursday': '0:0-12:0', 'Friday': '0:0-12:0', 'Saturday': '0:0-12:0', 'Sunday': '0:0-12:0'}"
38128,T8xCfzj8F7KAfU0bW_Fhsw,Crown Buick GMC,2121 Clearview Pkwy,Metairie,NV,70001,29.9931776,-90.180742,3.5,38,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Car Dealers, Car Rental, Auto Repair, Automotive, Tires","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-18:0'}"
38156,956T4nw0gCoORsLtes6rlg,Motel 6 Santa Barbara - State Street,3505 State St,Santa Barbara,AZ,93105,34.4399624,-119.7389569,2.0,86,1,"{'WiFi': ""u'paid'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
38160,O7EAgMC_QKvF-bOQQE6v1A,Tahoe Whitewater Tours,400 Island Ave,Reno,IN,89501,39.523533,-119.817221,4.0,5,0,{'BusinessAcceptsCreditCards': 'True'},"Active Life, Tours, Tubing, Hotels & Travel, Rafting/Kayaking","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
38170,GzWUL6ctJJnVmWuRzQSLBQ,Frontier,8500 Essington Ave,Philadelphia,TN,19153,39.8780277785,-75.2415841072,1.5,31,1,,"Transportation, Airport Terminals, Airports, Airlines, Hotels & Travel",
38210,6-MnYPCru3s1xoKrnv7f6w,Clarion Hotel & Suites,1111 Route 73,Mount Laurel,TN,08054,39.9281822,-74.9540302,1.5,13,1,,"Event Planning & Services, Hotels & Travel, Hotels",
38231,a4Tp4Fx5IestpiMNVsSyHQ,Rose Cab,320 W Carrillo St,Santa Barbara,TN,93101,34.4177502,-119.7061473,3.0,30,1,,"Taxis, Transportation, Professional Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
38291,ift59_mVs1O1ZiW8ztlZiw,Reno Food Tours,"316 California Ave, Ste 19",Reno,MO,89509,39.5199406,-119.8146282,5.0,12,1,,"Food Tours, Tours, Hotels & Travel",
38357,Sw_CdUSU0MBeBBFG49nk1A,Quality Inn Gallatin-Nashville Metro,1001 Village Green Crossing,Gallatin,MO,37066,36.379048,-86.470597,3.0,9,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
38378,AMi7fkv3-r3NFRpRjjbS_g,Enterprise Rent-A-Car,"294 E Moana Ln, Ste B6",Reno,FL,89502,39.4917202,-119.7921947,3.5,16,1,,"Hotels & Travel, Car Rental","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30'}"
38406,yeC4VUZ4R08uPcqoGBE3xw,Travel Resort Services,13030 Gulf Blvd,Madeira Beach,PA,33708,27.786683,-82.784887,1.5,7,1,,"Event Planning & Services, Hotels & Travel, Travel Services, Hotels",
38409,QgVbV1dZG1baYy5WA7-AXQ,Crowne Plaza St. Louis - Downtown,200 N 4th St,St. Louis,FL,63102,38.627027,-90.187379,2.0,260,0,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Venues & Event Spaces, Hotels & Travel, Resorts, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
38473,x3RznBsUBVqmeul5M0ECFA,Old McMicky's Farm,9612 Crescent Dr,Odessa,PA,33556,28.162002,-82.593627,4.0,28,1,"{'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True'}","Museums, Event Planning & Services, Arts & Entertainment, Venues & Event Spaces, Food, Party & Event Planning, Tours, Hotels & Travel, Party Supplies","{'Thursday': '9:0-13:0', 'Friday': '9:0-13:0', 'Saturday': '9:0-13:0', 'Sunday': '9:0-13:0'}"
38479,DNZgqIR_uCohVLuuckCyGQ,Hertz Rent A Car,532 North Easton Rd,Glenside,AZ,19038,40.1105506,-75.144288,1.5,7,0,,"Car Rental, Hotels & Travel","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '9:0-12:0'}"
38537,NEjsKRBs6sXDSmZPBM3VHg,Checker Yellow Cabs,3125 Tulane Ave,New Orleans,AZ,70119,29.964612,-90.095392,2.0,37,1,,"Airport Shuttles, Transportation, Taxis, Hotels & Travel",
38555,eH0ZmOZj4TyGqZwfDpQT8Q,Nepa Hut Beach Bar,6800 Sunshine Skyway Ln S,Saint Petersburg,PA,33711,27.705824,-82.677677,3.5,27,1,"{'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'DogsAllowed': 'False', 'BYOB': 'False', 'WiFi': ""u'free'"", 'HappyHour': 'True', 'Smoking': ""u'no'"", 'CoatCheck': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True'}","Event Planning & Services, Hotels, Bars, Hotels & Travel, Restaurants, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}"
38566,Cvsnu42EAZeia5UJnbKeHA,Fair Grounds Race Course and Slots,1751 Gentilly Blvd,New Orleans,PA,70119,29.9817654421,-90.0777723613,4.0,67,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True', 'NoiseLevel': ""'loud'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1'}","Arts & Entertainment, Venues & Event Spaces, Active Life, Hotels & Travel, Casinos, Horse Racing, Event Planning & Services, Tours","{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '10:0-0:0'}"
38614,sNyeqSoXKH84Qdtr_-jwhw,Holiday Inn Reno-Sparks,55 E Nugget Ave,Sparks,AB,89431,39.533337,-119.7425568,2.5,68,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels & Travel, Resorts, Venues & Event Spaces, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
38635,taVKq3N2vPxeNAHYDJAL5g,Cornerstone Bed & Breakfast,3300 Baring St,Philadelphia,IN,19104,39.9613129,-75.1899803,4.5,29,1,"{'WiFi': ""u'free'""}","Bed & Breakfast, Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '8:30-20:30', 'Tuesday': '8:30-20:30', 'Wednesday': '8:30-20:30', 'Thursday': '8:30-20:30', 'Friday': '8:30-20:30', 'Saturday': '8:30-20:30', 'Sunday': '8:30-20:30'}"
38668,lTVHrxytVi9PLnXZUu0h9A,ABC Taxi,1212 W Bannock St,Boise,FL,83702,43.6199806,-116.2071001,1.5,8,1,,"Taxis, Airport Shuttles, Transportation, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
38689,jq9rEWoUplUZihBBwAvMNQ,The Blenman Inn,204 S Scott Ave,Tucson,MO,85701,32.2190283,-110.9699202,5.0,20,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services, Bed & Breakfast",
38704,CkGdU5b9Xtac2KBhpPHv_g,Enterprise Rent-A-Car,11820 Lackland Rd,Saint Louis,IN,63146,38.6969412945,-90.4347447753,3.0,6,1,,"Car Rental, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-18:0'}"
38722,MpdPPW1M0aizCCEwy4S3OA,U.S. Airways Club,8800 Essington Ave,Philadelphia,ID,19153,39.8806405139,-75.2375623483,3.0,24,0,"{'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'RestaurantsPriceRange2': '3', 'OutdoorSeating': 'False', 'BikeParking': 'False'}","Bars, Travel Services, Nightlife, Airlines, Airport Lounges, Hotels & Travel, Transportation","{'Monday': '5:30-22:30', 'Tuesday': '5:30-22:30', 'Wednesday': '5:30-22:30', 'Thursday': '5:30-22:30', 'Friday': '5:30-22:30', 'Saturday': '5:30-22:30', 'Sunday': '5:30-22:30'}"
38785,U7TJjwm5AeiTdMwNMidIIQ,Hertz Rent A Car,410 West Ridge Pike,Conshohocken,DE,19428,40.096736,-75.295649,2.0,13,1,,"Hotels & Travel, Car Rental","{'Monday': '7:30-18:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '9:0-12:0'}"
38798,ML4Oi-rMwAw1w0GsbbToAw,University Place Hotel & Conference Center,850 W Michigan St,Indianapolis,PA,46202,39.7747913,-86.1737113,3.0,22,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Hotels, Venues & Event Spaces, Event Planning & Services",
38850,ZCvqJcHPa7gyi2u3fvunkg,Homewood Suites by Hilton Lansdale,1200 Pennbrook Pkwy,Lansdale,TN,19446,40.2323129924,-75.2833677829,3.5,33,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
38856,rHLJ0CW60VNonqIL5_jE4Q,SEPTA BSL Lombard-South Station,500 S Broad St,Philadelphia,AB,19146,39.9444141,-75.1656692,2.5,5,1,,"Transportation, Trains, Hotels & Travel, Train Stations",
38858,cGVXxNvAWRgEnmVkr7Ji6Q,Scott Honda Of West Chester,706 Autopark Blvd,West Chester,NJ,19382,39.954545,-75.586194,3.0,90,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Parts & Supplies, Hotels & Travel, Auto Repair, Automotive, Car Rental, Tires, Car Dealers","{'Monday': '7:30-20:0', 'Tuesday': '7:30-20:0', 'Wednesday': '7:30-20:0', 'Thursday': '7:30-20:0', 'Friday': '7:30-20:0', 'Saturday': '7:30-17:0'}"
38877,3-69Zp0UWQafow9ilWDjvA,Holiday Inn Express New - Orleans Downtown,334 Okeefe Ave,New Orleans,PA,70112,29.951759,-90.0736912,2.0,68,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
38880,VBwj3sdthp9oauueefIonQ,New Orleans Native Tours,,New Orleans,LA,70119,29.9557212,-90.0647686,4.5,25,1,"{'WiFi': ""u'no'""}","Hotels & Travel, Tours, Historical Tours, Bus Tours","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-18:0'}"
38896,Z611YaONl56lXe-Op0I8Gw,Alamo Rent A Car,600 Rental Blvd,Kenner,FL,70062,29.9851054,-90.259958,3.0,70,1,,"Car Rental, Hotels & Travel","{'Monday': '7:0-0:0', 'Tuesday': '7:0-0:0', 'Wednesday': '7:0-0:0', 'Thursday': '7:0-0:0', 'Friday': '7:0-0:0', 'Saturday': '7:0-0:0', 'Sunday': '7:0-0:0'}"
38939,qUZ6PIkYCAsR8WPiHe16pw,Savor Santa Barbara Food Tours,"133 E De La Guerra, Ste 179",Santa Barbara,MO,93101,34.4218416,-119.6975604,5.0,20,0,,"Food Tours, Local Flavor, Tours, Hotels & Travel, Food","{'Monday': '11:0-17:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-17:0', 'Sunday': '11:0-17:0'}"
38973,8uT-4m03cax_njm-zO4Tiw,Rodeway Inn,311 West Trinity Lane,Nashville,AZ,37207,36.2075526,-86.7812027,1.5,33,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
39016,1RGfYCJ1GlDpzw-6D2ZuQg,Hertz Rent A Car,1200 N Westshore Blvd,Tampa,LA,33607,27.9541182989,-82.524783285,2.5,7,1,,"Car Rental, Hotels & Travel","{'Monday': '8:0-17:30', 'Tuesday': '8:0-17:30', 'Wednesday': '8:0-17:30', 'Thursday': '8:0-17:30', 'Friday': '8:0-17:30', 'Saturday': '10:0-16:0', 'Sunday': '10:0-15:0'}"
39021,bjkA3ustWdg3EsTLRiUNKA,"The Inn at Penn, a Hilton Hotel",3600 Sansom St,Philadelphia,IN,19104,39.9537829039,-75.1957815881,4.0,118,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '3'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
39030,GejL24eDR2yFmVc9Ip4COg,Woodspring Suites - Nashville Southeast,515 Metroplex Dr,Nashville,FL,37211,36.0906985,-86.7022151,2.5,10,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'paid'""}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '9:0-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '9:0-22:0', 'Thursday': '9:0-22:0', 'Friday': '9:0-22:0', 'Saturday': '10:0-16:0', 'Sunday': '15:0-20:0'}"
